,cluster
CY128886,34
CY128910,34
CY128475,34
CY128812,34
CY125614,25
KU684460,9
MK535149,19
CY132593,34
CY018015,44
CY132133,34
CY132085,19
CY132093,30
CY132101,30
CY132109,30
CY018885,29
CY132565,45
CY132157,39
CY132245,29
CY132349,30
CY132205,29
CY132221,29
CY132525,29
CY132477,45
CY132509,0
CY132253,29
CY132501,0
CY132173,39
CY132001,29
CY132420,34
CY132189,29
CY132322,30
CY132384,34
CY132385,30
CY132269,29
CY132229,29
CY132393,34
CY132517,34
CY132533,34
CY132541,39
CY132549,34
CY132357,34
CY132365,34
CY132469,45
CY132557,29
CY132213,29
CY132012,30
CY132301,30
CY132285,30
CY132165,39
CY132309,30
CY132277,27
CY132293,30
CY132330,30
CY132485,45
CY132401,34
CY132376,34
CY132338,29
CY132339,34
CY132437,34
CY132149,39
CY132038,34
CY132039,39
CY132181,44
CY132445,45
CY132197,29
CY132261,29
CY132453,45
CY132237,29
CY132050,45
CY132051,27
CY132461,45
CY132493,19
CY020925,39
CY021205,26
CY186496,34
CY186997,19
CY187005,45
CY186814,30
CY186822,44
CY187045,34
MG995035,29
KJ567953,29
KX013046,39
KJ568233,34
KJ568009,34
KJ568209,34
KJ568353,34
KJ568369,34
KJ568169,34
KJ568041,34
KJ568409,34
KJ568297,34
KJ568313,41
KX013069,39
KX013079,39
CY204256,34
CY204264,45
CY204273,34
CY204281,34
CY204097,45
CY204105,45
CY204113,30
CY204121,30
CY204129,30
CY204137,34
CY204145,30
CY204161,45
CY204169,34
CY204177,30
CY204187,45
CY204185,30
CY204186,34
CY202707,34
CY204199,34
CY204207,34
CY204215,30
CY204072,30
CY204223,34
CY204232,30
CY204240,34
CY204248,39
CY204289,30
CY204297,30
CY204305,30
CY204314,30
CY204048,34
CY202691,39
CY204080,0
CY204089,27
CY204330,45
CY204338,45
CY204346,45
CY204362,45
CY053861,30
CY017709,30
KY583750,29
KY284473,30
KY583804,30
KY678657,30
KY583768,34
KY284424,34
KY583991,30
KY583927,30
KY583957,34
KY284523,29
KY584042,29
KY583840,29
KY583944,27
KY583887,34
KY583753,30
KY284505,19
KY583808,19
KY583801,30
KY583931,34
KY284485,30
KY583986,30
KY583744,34
KY593274,30
KY583932,30
KY678665,30
KY284416,34
KY583910,29
KY561272,39
KY561102,34
KY561026,34
KY678661,34
KY678674,44
KY678675,19
KY678697,44
CY097101,19
CY097646,43
CY097109,19
CY097662,34
KY561022,39
CY015484,26
CY012800,29
CY022717,30
CY021661,44
CY021213,34
MK236635,39
MK237041,29
MK236832,29
MK237675,29
MK236690,30
MK237142,30
MK237692,29
MK236718,30
MK236791,30
MK237795,29
MK236906,30
MK236800,30
MK236726,29
MK237578,29
MK237422,30
MK237211,29
MK236660,30
MK236829,30
MK237413,30
MK237409,30
MK236988,30
MK237603,30
MK237602,29
MK237791,30
MK237006,30
MK237415,30
MK237050,30
MK237382,30
MK237545,29
MK237910,39
MK237067,29
MK237466,29
MK237009,29
MK236804,29
MK237455,30
MK237388,30
MK237509,29
MK237792,30
MK237778,30
MK236933,44
MK236760,44
MK237854,19
MK236927,44
MK237431,39
MK237585,30
CY021341,30
CY021429,25
CY021181,44
MN431031,19
MN431151,39
MN431078,30
MN431074,40
MN431086,0
MN431108,43
MN431039,34
MN430961,30
MN430973,19
MN431009,45
MN430851,29
MN430842,34
MN430897,34
MN795032,29
MN795049,19
MN431146,34
MN431116,19
MN431126,44
MT197160,39
MT197137,39
MT197152,39
MT197142,29
MT197120,29
MT197126,29
CY097654,34
CY097117,34
CY097125,19
CY097135,19
CY020949,44
CY015476,19
CY016395,30
CY017275,29
CY011056,34
CY017693,27
CY017701,34
CY013248,34
CY015451,26
CY081242,27
FJ686714,27
FJ686722,27
FJ686730,27
CY021125,27
CY021133,44
CY017853,43
CY016419,43
CY089557,39
CY021621,0
CY017411,30
GQ923269,45
GQ923277,45
CY020717,30
KF424154,29
CY012824,29
CY020941,44
CY020829,26
CY020757,30
CY081292,39
CY053829,30
CY020837,26
CY020741,30
CY020773,34
CY021581,34
CY011036,34
CY016955,29
CY081250,26
CY020853,26
CY020781,26
CY020725,34
CY020789,34
CY096746,26
CY020805,34
CY020989,26
CY021607,26
CY015467,34
CY016148,34
CY021253,44
CY012816,34
CY017781,39
KU290108,0
KU290116,0
KU290124,0
KU290132,0
EF405825,45
FJ032001,45
EF491876,45
KX013065,39
CY117235,27
MH546707,45
MH546715,45
MH546723,45
KU201872,13
KU201816,13
CY076173,36
GQ923157,45
KU201784,13
KU201624,13
KU201696,13
KY551491,30
KY551499,30
GU186531,45
MH546731,45
CY117333,27
KY551159,0
KY013818,0
MH341846,30
KY013881,30
CY184157,41
CY116614,41
CY184165,41
DQ017493,20
DQ017486,20
CY116851,20
CY116859,20
CY116867,20
CY116875,20
CY116883,20
JF745931,41
HM849027,13
HM849017,33
KC790045,45
CY125606,16
CY045279,27
CY047584,34
CY047592,30
CY047600,30
CY045287,27
CY047608,30
CY047576,34
CY047624,34
CY045295,44
CY047632,30
CY047640,34
CY047672,30
CY047656,30
CY047552,45
CY045271,30
CY185417,6
CY185593,23
CY185505,6
CY185577,19
CY185689,6
CY185425,9
CY185681,20
CY185433,9
CY185473,36
CY185441,23
CY185641,23
CY117067,20
CY116742,20
CY116741,49
KJ021048,19
EU094473,19
MG280797,31
CY181053,25
CY178551,34
CY181085,30
CY178647,45
CY180612,26
CY180051,39
CY181377,26
KJ476657,13
HM144491,11
MH546739,0
KU290140,0
KY550999,30
KY551007,30
KY550991,30
KY551055,0
KY551031,0
KY551039,0
KY551047,0
CY206685,41
CY206693,29
CY206701,36
CY194139,45
CY206709,36
CY194147,36
CY194148,45
CY194173,36
CY194181,45
CY194156,45
CY194189,45
CY206717,34
CY206725,36
CY206733,29
CY194197,36
CY194205,36
CY194130,36
CY194131,34
CY206741,29
CY206749,36
CY206757,36
CY206765,41
CY206773,34
CY206781,29
CY194213,45
CY206789,29
CY206797,29
CY206806,29
CY194165,41
CY194164,45
CY206814,27
CY206822,27
CY206830,44
CY206838,0
CY206846,0
CY206854,44
CY117099,20
CY117091,20
CY117083,20
CY117075,20
CY117131,20
CY117139,20
CY165710,33
CY184317,31
CY184309,31
CY184293,31
CY184301,31
CY184269,31
CY184277,31
CY184285,31
CY165718,33
CY165726,33
CY184261,31
CY165734,33
CY184245,31
CY184071,31
CY184253,20
CY184237,31
CY183572,40
CY165742,33
CY165750,33
CY165758,33
CY165766,33
CY165774,33
CY184229,31
CY184221,31
CY165782,33
CY165790,33
CY184079,31
CY165798,33
CY165806,33
CY184205,31
CY184213,31
CY165814,33
CY165822,33
CY165830,33
CY165838,33
CY165846,33
CY165854,33
CY165862,33
CY165870,33
CY165878,33
CY184093,31
CY165887,13
CY165886,33
CY165896,33
CY165904,33
CY165912,33
CY165920,33
CY184197,20
CY165928,33
CY165936,33
CY165944,33
CY165952,33
CY165960,33
CY183839,6
CY184189,31
CY165968,33
CY165976,33
CY165984,33
CY186284,6
CY166096,33
CY183847,6
CY122220,20
CY165992,33
CY166000,33
CY183855,6
CY166008,33
CY166016,33
CY166024,33
CY166032,33
CY166040,33
GU053143,9
CY166048,33
CY166056,33
CY166064,33
CY183863,6
CY183871,6
CY183879,6
CY183887,6
CY183895,6
CY183903,6
CY183911,6
CY183919,6
CY183927,6
CY183935,6
CY183943,6
CY183951,6
CY166072,33
CY183959,6
CY183967,6
CY183975,6
CY122228,20
CY183983,6
CY122031,20
CY122039,20
CY122047,20
CY122059,20
CY164264,33
CY164272,33
CY122115,20
CY166080,33
CY166088,33
CY183433,9
CY183991,6
CY184512,9
CY183637,6
CY164208,33
CY164280,33
CY164288,33
CY186292,9
CY186300,9
CY186259,36
CY184520,9
CY164296,33
CY164304,33
CY186308,9
CY164312,33
CY186316,9
CY186324,9
CY186332,9
CY184528,9
CY184536,9
CY164320,33
CY164328,33
CY164336,33
CY186340,9
CY186348,9
CY186356,9
CY186364,9
CY186372,9
CY186380,9
CY184544,9
CY186388,9
CY184552,9
CY183336,9
CY183344,9
CY183352,9
CY183360,9
CY184560,9
CY184568,9
CY164344,33
CY164352,33
CY184023,32
CY183580,6
CY184106,31
CY184608,6
CY164216,33
CY184632,6
CY183368,40
CY183441,40
CY122067,20
CY043824,19
CY164224,33
CY183645,6
CY122075,20
CY164360,33
CY164368,33
CY183449,40
CY183457,40
CY184576,9
CY164376,33
CY164384,33
CY122083,20
CY184031,32
CY183376,9
CY183384,9
CY164392,33
CY164232,33
CY164400,33
CY183999,32
CY184007,31
CY164408,33
CY184616,6
CY184015,31
CY183653,6
CY122155,20
CY183661,6
CY183669,6
CY183465,40
CY060281,31
CY164416,33
CY164424,33
CY060288,33
CY183473,20
CY183474,40
CY060294,31
CY122163,20
CY184117,41
CY122236,20
CY164552,33
CY183515,40
CY164560,33
CY164568,33
CY184039,32
CY184133,31
CY122171,20
CY183523,40
CY164576,33
CY164584,33
CY164592,33
CY164600,33
CY164608,33
CY164616,33
CY164624,33
CY183718,6
CY164632,33
CY183726,6
CY164640,33
CY164648,33
CY164649,23
CY164657,33
CY183734,6
CY164665,33
CY183742,6
CY164673,33
CY184600,40
CY164681,33
CY164689,33
CY164697,33
CY183750,6
CY164705,33
CY164713,33
CY164721,33
CY164729,33
CY164737,33
CY164745,36
CY164746,33
CY164144,23
CY164143,33
CY164754,33
CY164762,33
CY183758,6
CY164770,33
CY164778,33
CY164786,33
CY164787,36
CY164795,33
CY164804,19
CY164803,33
CY164814,33
CY164822,33
CY183767,31
CY183766,6
CY164830,33
CY164838,33
CY164846,33
CY164854,33
CY164862,33
CY164883,33
CY164891,33
CY164899,33
CY164907,33
CY164915,33
CY164923,33
CY164931,33
CY164155,33
CY164950,33
CY164958,33
CY164977,33
CY164985,33
CY183775,6
CY165002,33
CY183783,6
CY122147,20
CY183483,40
KF695223,19
CY184592,40
CY060323,31
CY164432,33
CY122091,20
CY164440,33
CY164448,33
CY164456,33
CY164464,33
CY164472,33
CY164480,33
CY164488,33
CY121905,20
CY164496,33
CY164504,33
CY121927,20
CY183677,6
CY164512,33
CY183685,6
CY183531,40
CY165010,33
CY165019,33
CY165030,33
CY121935,20
CY165038,33
CY165047,33
CY184141,13
CY183392,9
CY183401,6
CY183694,36
CY183693,6
CY184584,9
CY183791,6
CY183539,40
CY183547,40
CY165058,33
CY165066,33
CY183409,9
CY122007,20
CY060366,20
CY121897,20
CY122179,20
CY183425,40
CY165074,33
CY165082,33
CY165090,33
CY184665,6
CY184047,32
CY184640,6
CY164520,33
CY183702,6
CY164528,33
CY164240,33
CY183799,6
CY184149,41
CY165098,33
CY165106,33
CY165114,33
CY184055,32
CY183555,40
CY165122,33
CY165130,33
CY165138,33
CY165146,33
CY165154,33
CY165162,33
CY165170,33
CY165178,33
CY165186,33
CY121951,20
CY184463,31
CY165194,33
CY165202,33
CY184648,6
CY121943,20
CY184455,31
CY165211,33
CY165219,33
CY165227,33
CY165235,33
CY165243,33
CY165251,33
CY165259,33
CY184447,31
CY165268,33
CY165276,33
CY183807,6
CY183815,6
CY183823,6
CY184063,32
CY184439,31
CY060374,6
CY122093,20
CY184125,41
CY122188,20
CY183417,9
JN674638,9
CY183491,40
CY122196,20
CY183588,6
CY076929,13
CY165284,33
CY184431,31
CY164536,33
CY183596,6
CY183605,6
CY183613,6
CY184423,31
CY165292,33
CY165293,13
CY165302,31
CY165301,33
CY165310,33
CY184413,31
CY165319,36
CY165318,33
CY164544,33
CY184405,31
CY164165,33
CY164166,13
CY165327,33
CY165335,33
CY165343,33
CY165351,31
CY165352,33
CY184397,31
CY165361,33
CY165369,33
CY165377,33
CY165385,33
CY184373,31
CY165393,33
CY165401,33
CY165409,33
CY186275,36
CY184381,31
CY165417,33
CY184389,31
CY165425,33
CY184349,31
CY165433,33
CY183499,40
CY165450,33
CY165458,33
CY165466,33
CY184357,31
CY184365,31
CY165474,33
CY165482,33
CY165490,33
CY184341,31
CY165498,33
CY184657,6
CY183507,40
CY165506,33
CY164183,33
CY165514,33
CY165522,33
CY165530,33
CY184333,31
CY165538,33
CY165546,33
CY165554,33
CY165562,33
CY165570,33
CY165578,33
CY165586,33
CY165594,33
CY165602,33
CY165610,33
CY165618,33
CY183710,6
CY165626,33
CY184325,31
CY165635,33
CY165643,33
CY165651,33
CY165661,33
CY165669,33
CY122123,20
CY165678,33
CY164248,33
KY320432,23
CY183621,6
CY122131,20
GU053135,9
CY122015,20
CY060396,20
CY121916,20
CY184504,9
CY122139,20
CY164256,33
CY122204,20
CY122212,20
CY165686,33
CY165694,33
CY183831,6
CY184624,6
CY183629,6
CY077016,9
CY122023,20
CY183564,40
CY184173,41
CY184181,41
CY165702,33
KF424146,29
KY550912,0
KJ907679,19
MH546747,29
MH546755,45
KY551483,0
KY551371,0
KY551379,0
KY551347,0
KY551387,0
KY551419,0
KY551427,0
KY551435,0
KY551443,0
KY551451,0
KY551467,0
KY551475,0
KY551403,0
MK928204,44
MK995809,45
MK995817,39
EF607883,45
MH546763,45
MH546771,45
MH546779,45
MH546787,45
MH546795,45
MH546803,45
MH546811,45
KU201896,13
KU201912,13
KU201832,13
KU201848,13
CY045367,30
CY076181,30
CY076189,34
CY076197,45
CY076205,34
CY076213,34
CY076221,34
CY076325,44
CY076333,44
CY076485,19
CY076493,34
CY076501,34
CY076509,34
CY076517,34
CY076525,34
CY076533,34
CY076541,34
CY076549,19
CY076557,19
CY076565,19
CY076573,19
CY076581,19
CY076589,19
CY076597,19
CY076605,19
CY076613,30
CY076621,19
CY076629,19
CY076061,43
CY076637,29
GQ923485,45
GQ923477,45
KY550857,0
EU743293,45
CY079566,34
CY079324,34
CY079476,27
CY079492,27
CY179707,44
CY179243,44
CY179251,44
CY178759,44
CY177670,44
CY177678,44
CY178743,29
CY132689,45
CY132925,44
CY132933,30
CY133069,34
CY133061,44
CY133077,45
CY132949,30
CY133185,44
CY133193,30
CY133201,30
CY133209,34
CY133217,34
CY133225,44
CY133226,34
CY133242,34
CY133250,19
CY133258,34
CY133137,25
CY133161,19
CY132749,25
CY133169,34
CY133314,0
CY133323,0
CY133322,30
CY133332,45
CY133340,30
CY132768,34
CY132769,30
CY133348,39
CY133266,3
CY133045,44
CY133053,44
CY177686,44
CY177694,44
CY177702,44
CY178855,0
CY178470,27
CY178495,29
CY178494,27
CY177480,0
CY178478,27
CY179499,0
CY178190,0
CY178198,0
CY178206,0
CY166549,44
CY166330,30
CY166338,30
CY166346,19
CY166354,30
CY166840,30
CY166848,30
CY166856,30
CY166864,30
CY166872,19
CY166880,30
CY166888,30
CY166905,30
CY166913,34
CY166517,30
CY166525,44
CY166589,34
CY166597,30
CY166621,44
CY166661,34
CY166672,27
CY166427,34
CY166435,30
CY166443,34
CY166444,45
CY166452,34
CY166460,30
CY166468,30
CY166210,19
CY166218,39
CY166234,30
CY166242,29
CY166266,44
CY166410,34
CY166419,30
CY166688,44
CY166712,44
CY166720,44
CY166728,25
CY167086,29
CY180852,34
CY179995,26
CY179507,0
CY187119,30
CY181249,26
CY179515,0
CY179227,34
CY179235,39
CY179523,0
CY179531,0
KJ567961,30
KJ568201,44
CY181241,34
CY178943,29
CY178486,0
CY180267,30
CY181305,34
CY181225,26
CY097277,19
CY097285,34
CY180900,30
CY180820,26
CY178110,45
CY179547,30
CY179339,34
CY178118,45
CY178126,45
CY179283,25
CY178807,34
CY179347,34
CY179291,34
CY180275,30
CY181361,34
CY179867,30
CY179299,34
CY179307,30
CY177918,30
CY177926,30
CY178406,30
CY178414,30
CY178422,30
MK237889,34
MK237227,30
MK237308,44
MK236665,30
MK237821,34
MK236981,43
MK237051,44
MK237967,34
MK237741,39
MK236627,29
CY181117,26
CY179715,30
CY178430,30
CY178342,43
CY178887,44
CY177630,43
MN430810,39
MN430776,19
MN430743,39
CY179875,30
CY178895,26
CY178503,34
CY179723,30
CY178142,26
CY178863,40
CY177934,30
CY177942,30
CY178214,40
CY177950,30
CY179259,34
CY180372,34
CY177958,30
CY177966,34
CY177974,30
CY180283,30
CY177982,34
CY181385,43
CY180003,29
CY177990,30
CY177998,34
CY181045,25
CY178006,30
CY178014,30
CY178615,27
CY178022,30
CY180644,0
CY180131,34
CY177710,44
CY178030,30
CY177718,44
CY178038,30
CY177726,44
CY177734,44
CY177742,44
CY181329,26
CY180043,39
CY178046,34
CY179203,29
CY180388,45
CY178054,34
CY178879,39
CY181337,41
CY179883,30
CY180396,34
CY097446,34
CY096986,30
CY097326,30
CY097334,27
CY097342,30
CY097350,45
CY178390,30
CY178326,44
CY097010,34
CY178871,39
CY097034,30
CY097478,34
CY180147,43
CY097002,29
CY097366,29
CY097374,27
CY178567,34
CY180155,25
CY180235,30
CY179363,44
CY179002,25
CY180812,26
CY178639,26
CY179771,30
CY180243,30
CY179747,30
CY180179,25
CY097382,29
CY180187,25
CY178334,43
CY180668,43
CY179371,44
CY178254,39
CY179795,26
CY178398,34
CY180115,25
CY178262,39
CY180556,34
CY178599,44
CY180340,34
CY181345,34
CY178679,34
CY180195,30
CY180676,43
CY179427,29
CY179323,34
CY177902,30
CY178767,30
CY179379,30
CY179403,45
CY179387,44
CY179555,30
CY178775,30
CY177766,30
CY180420,30
CY097390,29
CY097398,29
CY097406,29
CY179779,45
CY178270,39
CY177774,30
CY097422,44
CY177782,30
CY097269,43
CY097301,39
CY097317,0
CY180203,30
CY180660,40
CY178751,44
CY180652,0
CY180107,44
CY180075,44
CY178935,39
CY178535,44
CY180211,25
CY180428,34
CY180684,44
CY180300,34
CY178959,43
CY178583,30
CY179275,25
CY178623,45
CY179699,44
CY180692,43
CY178735,27
CY179891,30
CY180027,29
CY179899,30
CY178278,39
CY180083,44
CY180091,44
CY179011,26
CY179731,30
CY180588,26
CY179411,45
CY178823,29
CY180604,29
CY178102,45
CY180308,25
CY179331,34
CY180316,34
CY180716,44
CY180452,34
CY180348,34
CY178246,27
CY180035,29
CY180796,29
CY177517,25
CY178286,39
CY180251,30
CY180123,25
CY179939,29
CY178831,26
CY178134,26
CY179435,26
CY179443,26
CY180059,44
CY180508,27
CY180804,29
CY178967,30
CY178978,30
CY177790,30
CY177798,34
CY177806,30
CY177814,30
CY179539,30
CY177822,34
CY178783,30
CY177830,26
CY177838,30
CY177846,34
CY177854,34
CY177862,30
CY178791,34
CY177870,34
CY177878,30
CY177886,34
CY180356,34
CY036759,45
CY178815,45
CY177750,43
CY178078,45
CY178062,45
CY178070,45
KU290148,0
MH879773,29
KX160095,36
EU880342,33
FJ349247,33
CY090837,58
CY072998,58
CY040186,37
CY072670,58
CY038919,37
CY072598,58
CY057214,58
CY038519,38
CY058196,58
CY088899,38
CY074843,38
CY074747,38
CY070951,38
CY072942,58
CY073609,58
CY088891,38
CY069266,58
CY072590,58
CY032525,38
CY039135,37
CY072734,58
CY073869,38
CY058084,58
CY032461,38
CY074779,38
CY032469,38
CY058116,58
CY058260,58
CY098081,38
CY057206,58
CY058100,58
CY088995,38
CY034084,38
CY058076,58
CY070943,38
CY074763,38
CY038559,38
CY072830,58
CY074731,38
CY073641,58
CY072790,58
CY045860,37
CY032429,38
CY040226,37
CY072678,58
CY058556,58
CY035102,38
CY088915,38
CY058108,58
CY072606,58
CY032485,38
CY072646,58
CY058612,58
CY058156,58
CY072662,58
CY092305,38
CY032437,38
CY041210,37
CY039143,37
CY035094,38
CY072614,58
CY074915,38
CY072838,58
CY072910,58
CY088851,38
CY032445,38
CY073885,58
CY072966,58
CY032533,38
CY070959,38
CY072766,58
CY032477,38
CY074739,38
CY072742,58
CY073553,58
CY072870,58
CY035086,38
CY072694,58
CY073513,58
CY039471,37
CY088907,38
CY074931,38
CY073545,58
CY040266,37
CY032549,38
CY056387,58
CY040250,37
CY058180,58
CY074699,38
CY032453,38
CY088971,38
CY072894,58
CY073657,58
CY072574,58
CY038543,38
CY058252,58
CY074771,38
CY089379,58
CY058244,58
CY032517,38
CY088843,38
CY072718,58
CY032493,38
CY088979,38
CY043736,37
CY072814,58
CY092313,38
CY074827,38
CY072902,58
CY058596,58
CY072854,58
CY069282,58
CY073697,58
CY072974,58
CY074875,38
CY040290,37
CY074891,38
CY098073,38
CY038511,38
CY088955,38
CY072638,58
CY088987,38
CY088867,38
CY074803,38
CY040258,37
CY092289,38
CY088939,38
CY074675,38
CY074707,38
CY073537,58
CY058164,58
CY044421,37
CY038535,37
CY072926,58
CY073585,58
CY044405,37
CY089003,38
CY058148,58
CY039479,37
CY074835,38
CY070935,38
CY074867,38
CY072862,58
CY072582,58
CY038911,38
CY072566,58
CY074899,38
CY073665,58
CY058564,58
CY074819,38
CY039447,37
CY072798,58
CY040178,37
CY039439,38
CY072758,58
CY088883,38
CY072726,58
CY040282,37
CY043792,37
CY073601,58
CY074923,38
CY054691,58
CY072558,58
CY058532,58
CY038927,37
CY072654,58
CY073649,58
CY089011,38
CY072878,58
CY058540,58
CY073529,58
CY072846,58
CY058236,58
CY073617,58
CY088931,38
CY058572,58
CY074691,38
CY089027,38
CY037359,38
CY040274,37
CY058548,58
CY069250,58
CY069290,58
CY044413,37
CY073633,58
CY072918,58
CY034092,38
CY043800,37
CY072702,58
CY074859,38
CY088875,38
CY088774,38
CY072822,58
CY058132,58
CY039127,37
CY069274,58
CY039455,37
CY058220,58
CY072750,58
CY073569,58
CY072774,58
CY073673,58
CY072950,58
CY074907,38
CY072990,58
CY088859,38
CY072982,58
CY073593,58
CY072710,58
CY072622,58
CY058228,58
CY039151,37
CY073521,58
CY072782,58
CY088790,38
CY088947,38
CY058124,58
CY072686,58
CY074851,38
CY058188,58
CY072934,58
CY073625,58
CY088782,38
CY058140,58
CY074811,38
CY089371,58
CY072806,58
CY093117,38
CY058604,58
CY058212,58
CY092297,38
CY088923,38
CY070927,38
CY098065,38
CY072958,58
CY074883,38
CY089019,38
CY074715,38
CY088963,38
CY074683,38
CY073689,58
CY057222,58
CY058588,58
CY058092,58
CY032541,38
CY058204,58
CY058172,58
CY074755,38
CY074787,38
CY074723,38
CY073577,58
CY043784,37
CY058580,58
CY083503,58
CY083599,58
LC027957,13
JQ710449,13
AB747155,13
AB684263,13
MN596424,31
LC309005,13
JQ701712,13
MK301259,32
KT836364,38
KX406939,58
CY214834,38
MH083677,58
MK677107,38
MN001696,38
KT835727,38
KX406947,58
CY215258,58
CY216889,58
MH083685,58
MN001704,38
MK677115,38
KC881898,58
KX406955,58
CY214842,38
CY228181,38
MH082395,38
MK676564,58
MT167087,58
MT331043,58
KC882018,58
KC882339,58
KX406963,58
CY216641,38
MH082404,38
MT167841,58
GQ160565,58
KC882349,58
KX414904,38
CY216649,38
KX408803,58
CY217097,58
MH126888,38
MN247189,38
MK856446,38
MT244631,58
KC882334,58
KX407971,58
KX407963,58
CY222789,38
CY223702,38
MK852739,38
MK706516,38
MH126896,38
MT245730,38
KC882395,58
KX914972,58
CY225430,58
MH125986,58
MK857057,38
MN247197,38
MT244640,58
KX407979,58
CY223333,58
CY223341,58
MH586076,38
MK773181,58
MT245738,38
MT306374,38
KX410619,58
MH183685,58
MN247202,38
MN222421,38
MH446708,58
MH540441,58
MK969752,38
MK969760,38
MK817822,38
KX416328,38
CY231005,38
CY227118,38
MH586084,38
MN247210,38
MN222429,38
MT342328,38
MT342336,38
MK969768,38
MK969776,38
MK969784,38
MK969792,38
MK969800,38
CY039909,47
KT842933,38
KX410627,58
MH305863,58
MT331047,58
MK969808,38
MK969816,38
MK969824,38
MK969832,38
KT843079,38
KX411347,58
MH307034,38
MH540864,38
MN003994,58
MK969840,38
MK969848,38
MK817830,38
MK817838,38
MK969856,38
MK969864,38
MK969872,38
MK817854,38
MK817862,38
KX411355,58
CY224022,38
CY225182,38
MH307042,38
MN004002,58
MT342350,38
MK817870,38
MK969880,38
MK817878,38
MK969888,38
MK817886,38
MK969896,38
MK817894,38
KX917364,38
KX416704,38
CY227134,38
MH898264,38
MK240880,38
MT342364,38
MT342368,38
MK969904,38
MK817902,38
MK969912,38
MK817910,38
MK969920,38
MK969928,38
MK817918,38
MK969936,38
MK969944,38
KX004146,58
KU509719,58
KX919332,58
MH792666,38
MK240904,38
MN004008,58
MT331056,58
MK969952,38
MK817926,38
MK817934,38
MK817942,38
KU591192,38
KY044072,38
KX919340,58
MN004017,58
MT466256,58
MK969960,38
MK817950,38
MK817958,38
MK969968,38
MK817966,38
MK817974,38
KU591350,38
KX919460,58
MH446716,58
MN247218,38
MN247229,38
MT466264,58
MK969976,38
MK969984,38
MK817982,38
KR057523,38
KU591358,38
KX919468,58
MK240773,38
MN247234,38
MN222437,38
MT467099,38
MT467091,38
MK969992,38
CY020181,37
KU589354,58
CY210472,38
MK240717,38
MN247253,38
MN247242,38
MT467107,38
MT467115,38
MK970000,38
MK817990,38
MK970008,38
KX004249,58
CY210480,38
CY227462,38
MH446725,58
MN084672,38
MN372810,38
KX004445,58
CY211098,58
CY225678,58
MH360007,58
MK970016,38
MK970024,38
CY264705,38
KX004453,58
CY217882,38
CY210719,38
CY220039,38
CY227470,38
MN221546,38
MN084680,38
MK970032,38
MK817998,38
MK818006,38
MK970040,38
KX004461,58
CY210727,38
CY215769,38
CY231281,58
CY233864,58
MH360014,58
MN160992,58
MK970048,38
MK818014,38
CY212394,38
CY234272,38
MH360024,58
MN222442,38
MN423940,38
KT836940,38
KU592760,38
CY212410,38
KT836998,38
CY212402,38
CY229029,58
CY229021,58
MN423950,38
MN372815,38
MK970056,38
MK818022,38
MK818030,38
MK970064,38
MK818038,38
MK970072,38
MK970080,38
CY213378,58
CY239505,58
CY230546,38
CY228381,38
MH360030,58
MN423958,38
MN372823,38
CY213386,58
CY232296,38
CY234368,38
MH360038,58
MN371785,58
CY214474,38
CY228117,38
CY232303,38
CY234376,38
KC780794,58
CY214482,38
CY236114,58
CY233904,58
MH360055,58
MK970088,38
MK970096,38
MK970104,38
KT837933,38
CY215186,58
CY234466,38
MH446732,58
MN947761,38
MK818046,38
MK818054,38
MK970112,38
KT837668,38
MH446740,58
KT837755,38
CY234650,38
MK241396,38
CY234658,38
MK240703,38
MN975771,38
MN820147,38
MH540869,38
MH792674,38
MN975779,38
MN820155,38
CY235984,38
MH540575,58
MT035065,58
MN948001,58
CY236275,58
MH540877,38
MH600812,38
MT031291,38
MN948761,38
CY236042,38
CY239856,38
MN948259,58
MT035073,58
CY244569,38
MH600817,38
MT056362,38
MN975787,38
CY245110,38
MH600287,58
MT056370,38
MN975795,38
MH600825,38
MN976640,58
MT058354,58
MH600292,58
MT058359,58
MN976648,58
KT839596,38
MH726740,58
MT031299,38
MT105474,38
KT840668,38
MT035081,58
MT105955,58
MK364539,58
MK364055,58
MT105963,58
MT035089,58
CY246982,38
CY250332,38
MT031307,38
CY246990,38
MK446063,38
MK363499,38
MK970120,38
MK970128,38
MK557241,58
MK399068,58
MT167857,58
KT840982,38
MK399092,58
MK557249,58
MT245746,38
MK475228,58
MK970136,38
MK970144,38
MK475126,58
KT840941,38
CY260257,38
CY249835,38
MK474664,38
MK745283,38
MK474764,38
MK970152,38
MK818062,38
MK475175,58
MK475064,58
MK555058,38
MN423966,38
MK557254,58
MK555066,38
MK677134,38
MK631218,58
MK970160,38
MK970168,38
MK818070,38
MK818078,38
MK970176,38
MK970184,38
MK818086,38
MK857068,38
MK745288,38
MK970192,38
MK970200,38
MK818094,38
MK970208,38
MK818102,38
MK818110,38
MK970216,38
MK631226,58
MK676572,58
MK818118,38
MK970224,38
MK818126,38
MK970232,38
MK818134,38
MK970240,38
MK381490,58
MK381491,38
MK381492,38
MK381493,38
MK381494,38
MK381495,38
MK382018,58
MK382019,38
MK970248,38
MK502712,38
MK502720,58
MK502728,38
MK502736,38
MK380028,58
MK970256,38
MK970264,38
MK970272,38
MK818142,38
MK970280,38
MK970288,38
MK818150,38
MK743458,58
MK743466,58
MK763656,38
