accession,x,y,z
KX004667,0.89250976,-0.4505638,-0.020457638
CY260638,-0.9438359,-0.3161988,0.095875256
MK999573,0.88945216,-0.45693392,-0.009292431
MN948633,-0.95069903,-0.29985648,0.07910405
KX408883,0.87909406,-0.4763795,-0.016007753
KY289039,-0.9456306,-0.3100348,0.09829134
KY116502,-0.9456306,-0.3100348,0.09829134
CY261153,-0.9438359,-0.3161988,0.095875256
MK623541,0.88945216,-0.45693392,-0.009292431
MN948219,0.90197384,-0.43129086,-0.020772653
KX004675,0.87639177,-0.4811597,-0.020563155
KY289361,-0.9457274,-0.30999938,0.09746824
CY261161,-0.95118076,-0.30171525,0.064984694
MK677027,-0.95171785,-0.29759848,0.07528824
MN975683,-0.9506206,-0.3001725,0.07884775
MN975678,-0.9506206,-0.3001725,0.07884775
KX004683,0.87639177,-0.4811597,-0.020563155
CY264489,-0.94584405,-0.3125697,0.08763089
MK676504,0.89162916,-0.45190984,-0.027834095
KY044699,0.87627226,-0.48139596,-0.020119099
KX005290,0.876303,-0.48135585,-0.019736333
CY210615,-0.9482608,-0.30596614,0.08477118
CY264497,-0.94679594,-0.309345,0.088787094
MK676508,0.893212,-0.44872797,-0.028556619
MN975707,-0.95069903,-0.29985648,0.07910405
MN975699,-0.95069903,-0.29985648,0.07910405
CY210607,-0.94157994,-0.3240064,0.091908105
MH246442,-0.94487154,-0.3137046,0.09384664
MH082227,-0.94487154,-0.3137046,0.09384664
MK676517,0.8922055,-0.4509003,-0.025655948
MN976483,0.90014046,-0.4350983,-0.020895032
MN976490,0.90014046,-0.4350983,-0.020895032
KX004691,0.89250976,-0.4505638,-0.020457638
CY212562,-0.9429957,-0.31910393,0.09450763
MH082237,-0.9447041,-0.31476715,0.09195648
MN001336,-0.96180344,-0.2685918,0.052845858
MK677035,-0.96180344,-0.2685918,0.052845858
MN976506,0.8968235,-0.44154125,-0.02736555
MN976497,0.8968235,-0.44154125,-0.02736555
KX005298,0.87606263,-0.48161572,-0.023673626
KX004611,0.8761817,-0.48136622,-0.024335047
CY212570,-0.93970734,-0.32966572,0.09094338
MH082244,-0.9446319,-0.31408268,0.09498828
MT031126,-0.9495909,-0.30224007,0.0832343
MT031118,-0.9495909,-0.30224007,0.0832343
KX413006,-0.94635534,-0.3128533,0.0808348
MH083485,0.88390344,-0.46741667,-0.015369456
MT031136,-0.95157295,-0.2972819,0.07830991
MT031131,-0.95157295,-0.2972819,0.07830991
MT034865,0.89436847,-0.44633487,-0.029837435
CY215873,-0.94448125,-0.31739438,0.08494675
MH079679,0.8844815,-0.46634385,-0.014689237
MT031150,-0.95157295,-0.2972819,0.07830991
MT056306,-0.95069903,-0.29985648,0.07910405
MT056298,-0.95069903,-0.29985648,0.07910405
MT058279,0.9036191,-0.42794245,-0.01837999
MT245530,-0.95265394,-0.2952368,0.07270198
MT245546,-0.95162493,-0.29652178,0.080528036
MT244467,0.89764416,-0.44054604,-0.01241314
MT245551,-0.95207006,-0.29506025,0.08063477
MT244471,0.9005947,-0.43367863,-0.029189372
MT342312,-0.95083904,-0.29822022,0.08348553
MT342304,-0.95083904,-0.29822022,0.08348553
MK400744,-0.9438843,-0.31626716,0.095170334
MK763616,0.8965728,-0.4419933,-0.028269174
MN078563,-0.9591248,-0.2783728,0.050875008
MN081242,-0.9591248,-0.2783728,0.050875008
MN081250,-0.9591248,-0.2783728,0.050875008
MN081258,-0.9591248,-0.2783728,0.050875008
MN081266,-0.9591248,-0.2783728,0.050875008
MN081274,-0.9591248,-0.2783728,0.050875008
MN154249,-0.9606834,-0.27367574,0.04678724
MN154257,-0.9606834,-0.27367574,0.04678724
KY925404,0.8870919,-0.46070156,-0.028671741
GU727825,0.88467824,-0.4652926,-0.02910818
KY925956,0.8833651,-0.46791038,-0.026947135
KX005170,0.87376624,-0.4858384,-0.022218667
CY228157,-0.94514924,-0.3144732,0.08831535
CY214074,-0.94514924,-0.3144732,0.08831535
MN947736,0.8950604,-0.4457994,-0.0113921175
MK631098,0.8950604,-0.4457994,-0.0113921175
KX005178,0.87376624,-0.4858384,-0.022218667
MH080011,-0.9435094,-0.3179362,0.0933098
MK631106,0.8901441,-0.45462275,-0.031009234
MT244479,0.899602,-0.43484065,-0.040370103
KC883070,-0.9600622,-0.2747139,-0.053035684
KX005186,0.87376624,-0.4858384,-0.022218667
MH079683,0.88744295,-0.46079162,-0.010775045
MK745088,-0.9615384,-0.27024436,0.049111348
MK856908,-0.9615384,-0.27024436,0.049111348
MT245563,-0.9523735,-0.29551333,0.075210996
MT245568,-0.9523735,-0.29551333,0.075210996
KT838088,-0.9442417,-0.31892687,0.08181299
KX005194,0.87376624,-0.4858384,-0.022218667
CY216009,-0.947866,-0.30827338,0.08073092
MK744312,-0.95912004,-0.27961373,0.04364587
MN001344,-0.95912004,-0.27961373,0.04364587
MT303368,0.90269846,-0.42918354,-0.030609732
KT838809,-0.943019,-0.32264796,0.08132348
KT839229,-0.943019,-0.32264796,0.08132348
CY216017,-0.9430629,-0.32025015,0.0898453
MH125857,0.88750005,-0.46069744,-0.010078768
MN001352,-0.95908844,-0.27808213,0.053101465
MK744320,-0.95908844,-0.27808213,0.053101465
MT303376,0.8993403,-0.43562362,-0.037671234
CY215993,-0.94478273,-0.31852788,0.07697712
MH126745,-0.9447357,-0.31510952,0.09044593
MK715930,0.88655674,-0.46182653,-0.027079675
MT330928,0.901332,-0.43057117,-0.0469996
KT839386,-0.9450268,-0.31716982,0.07954601
KX416632,-0.94409275,-0.3167631,0.09137901
CY215977,-0.94233876,-0.32453716,0.08169104
MH126753,-0.94373626,-0.31680813,0.09483919
MK715938,0.8913247,-0.45264024,-0.025631879
MT330936,0.8931816,-0.44879523,-0.02845316
KX416640,-0.94261,-0.322539,0.08634233
CY215889,-0.94244516,-0.3233144,0.08523495
MN318643,0.8876817,-0.46036905,-0.009026419
MH125866,0.8876817,-0.46036905,-0.009026419
MK852716,0.88840747,-0.4589469,-0.009997699
MH727745,0.8876817,-0.46036905,-0.009026419
MH727755,0.8876817,-0.46036905,-0.009026419
MK773101,0.8911299,-0.4524109,-0.034810543
KT839770,-0.9453841,-0.31685302,0.07650558
KX416648,-0.94851726,-0.30856976,0.07141186
CY215985,-0.9491145,-0.30415818,0.08166699
MH126761,-0.9477279,-0.306883,0.087376125
MK772239,-0.96194685,-0.26754507,0.055479005
MN001360,-0.96194685,-0.26754507,0.055479005
KX416656,-0.94775105,-0.31107906,0.07069522
CY216001,-0.9453738,-0.31522217,0.08308638
MH306907,-0.9466528,-0.31001022,0.08798856
MH126766,-0.9466528,-0.31001022,0.08798856
MN003861,0.88703346,-0.46161303,-0.009229197
MK773109,0.88703346,-0.46161303,-0.009229197
KT840177,-0.9474057,-0.31025046,0.078530885
KX416664,-0.9490862,-0.30684832,0.07127103
CY215897,-0.95063144,-0.30048546,0.07751437
MH443446,0.88778377,-0.46009916,-0.012196333
MH125876,0.88778377,-0.46009916,-0.012196333
MK772247,-0.9592431,-0.277429,0.053718485
MN001368,-0.9592431,-0.277429,0.053718485
MT419569,0.89444923,-0.4464118,-0.026021793
KT840109,-0.9463071,-0.31459367,0.07438848
KT843986,-0.94577664,-0.31524542,0.07827477
KX416672,-0.94828635,-0.3094831,0.07052
CY220487,-0.95111865,-0.29723573,0.08381046
MH125882,0.8864283,-0.46269417,-0.012608474
MK999578,0.8874431,-0.46053198,-0.018839475
MT466184,0.8991107,-0.43577313,-0.041252032
KX411043,0.8752261,-0.48314056,-0.023546364
CY220495,-0.94502735,-0.30959746,0.10522651
MH585844,-0.9595065,-0.2766773,0.05288511
MH306915,-0.9595065,-0.2766773,0.05288511
MN246965,-0.96105266,-0.2722549,0.047487993
MN001372,-0.96105266,-0.2722549,0.047487993
MT466192,0.90296596,-0.42844886,-0.032924622
KT840718,-0.94577956,-0.31550944,0.07716754
KX411051,0.88217413,-0.47074413,-0.012988297
MH585980,-0.9599201,-0.27468565,0.055688705
MN001379,-0.96194685,-0.26754507,0.055479005
MN246973,-0.96194685,-0.26754507,0.055479005
MT467051,-0.9513579,-0.29869625,0.0754902
MT467043,-0.9513579,-0.29869625,0.0754902
KC780748,0.8824715,-0.46938998,-0.030281264
KU509601,0.8983142,-0.43907818,-0.01555623
KX411059,0.8752261,-0.48314056,-0.023546364
CY223093,-0.94836444,-0.30765346,0.077163644
CY228269,-0.94836444,-0.30765346,0.077163644
MH183605,0.8865474,-0.46241108,-0.014480638
MK999586,0.89982945,-0.43607,-0.012240934
MT467059,-0.95428586,-0.29126227,0.06711721
MT467067,-0.95428586,-0.29126227,0.06711721
KU509823,0.8755628,-0.48256418,-0.022838628
KX004106,0.8742655,-0.48503166,-0.020105036
CY223109,-0.94353795,-0.3202195,0.08482698
MH183613,0.8861423,-0.46325347,-0.012162964
MN001389,-0.9579194,-0.28078854,0.05956621
MN222181,-0.9579194,-0.28078854,0.05956621
KU509791,0.87753475,-0.4790037,-0.02209609
KX411075,0.87657404,-0.4807005,-0.023343347
CY223101,-0.9486925,-0.3068094,0.07648916
CY227342,-0.9486925,-0.3068094,0.07648916
MH246005,0.8900111,-0.45572832,-0.01385341
MK999594,0.88980335,-0.45503718,-0.034512397
KX411083,0.8800476,-0.47456077,-0.017557181
CY223117,-0.94477016,-0.31329167,0.09621614
CY227350,-0.94477016,-0.31329167,0.09621614
MH246447,-0.959031,-0.27719885,0.058483116
MN222189,-0.9602341,-0.2750112,0.048158508
MN001397,-0.9602341,-0.2750112,0.048158508
KT889131,-0.95369464,-0.30007234,0.02057057
KX412470,-0.9461993,-0.31191587,0.08611246
KX411091,0.8773841,-0.47908387,-0.025994066
CY227358,-0.9463574,-0.3109599,0.08781478
CY223125,-0.9463574,-0.3109599,0.08781478
MK999602,0.88939273,-0.456212,-0.029175857
KX411099,0.87684536,-0.4802894,-0.021547727
CY223141,-0.9486925,-0.3068094,0.07648916
CY227366,-0.9486925,-0.3068094,0.07648916
MH359942,0.88836026,-0.45898092,-0.012347936
MN246978,-0.96214026,-0.26693755,0.055049412
MN222197,-0.96214026,-0.26693755,0.055049412
KU509609,0.8791016,-0.47612453,-0.022044651
KX411107,0.87376624,-0.4858384,-0.022218667
CY223133,-0.95131516,-0.29706636,0.08216469
MH845942,-0.9485585,-0.30517197,0.08430172
MH358638,-0.9485585,-0.30517197,0.08430172
MN003869,0.89130497,-0.4523134,-0.031436156
KX411115,0.88166463,-0.47166285,-0.01419585
CY228285,-0.9467669,-0.31181815,0.0800122
CY225230,-0.9467669,-0.31181815,0.0800122
MH358646,-0.9461328,-0.31140652,0.08864913
MH845950,-0.9461328,-0.31140652,0.08864913
KU509617,0.8765126,-0.4808906,-0.021678513
KX411123,0.87391657,-0.48538473,-0.025912508
CY228293,-0.9464184,-0.3079915,0.09712566
MH359950,0.88744473,-0.46070084,-0.014017163
MN003871,0.90511864,-0.425127,0.0052134334
KX004170,0.87376624,-0.4858384,-0.022218667
KX915100,0.87538785,-0.4831011,-0.01759157
CY227766,-0.9471951,-0.30832362,0.08807951
MH601402,0.89304686,-0.44993737,-0.0048660757
MN083570,0.8899255,-0.45533812,-0.026454886
KX005713,0.8756913,-0.48239276,-0.02149318
KX411131,0.8765229,-0.48083374,-0.02250662
CY227774,-0.9430936,-0.31873888,0.09476283
MH601410,-0.94478786,-0.31648675,0.084923424
MN084504,-0.9621102,-0.26719487,0.054320455
MN372754,-0.9621102,-0.26719487,0.054320455
KX411139,0.87909406,-0.4763795,-0.016007753
MH601418,-0.94603986,-0.31110832,0.09066558
MN083578,0.8921144,-0.45086706,-0.029167674
KX412694,-0.9428759,-0.3213532,0.087847225
KX411147,0.875714,-0.48233977,-0.02175851
CY228621,-0.95111865,-0.29723573,0.08381046
CY234296,-0.95111865,-0.29723573,0.08381046
MH601426,-0.9454439,-0.31156,0.09521606
MN084512,-0.96055895,-0.27432147,0.045542922
MN372762,-0.96055895,-0.27432147,0.045542922
KX005162,0.8775889,-0.47908637,-0.017714111
KX411155,0.8742245,-0.48502308,-0.022004068
CY228613,-0.9506265,-0.30061007,0.07708936
MH601434,-0.94712377,-0.30706334,0.093106106
MN222202,-0.9622758,-0.26721108,0.05121978
MN423862,-0.9622758,-0.26721108,0.05121978
KX408923,0.8789275,-0.4766523,-0.016999168
KX411163,0.875288,-0.48331138,-0.016762156
CY234392,-0.94364756,-0.31965876,0.08571793
CY228917,-0.94364756,-0.31965876,0.08571793
MH601441,0.8897014,-0.4562514,-0.016314222
KX411171,0.89996463,-0.43556744,-0.018561991
MH601450,-0.94547045,-0.31218565,0.09287443
MN160936,0.8952773,-0.44466737,-0.027376767
KX411179,0.87376624,-0.4858384,-0.022218667
CY257845,-0.94845694,-0.3057591,0.08331123
CY250547,-0.94845694,-0.3057591,0.08331123
MH601458,-0.9446466,-0.31280285,0.098980635
KX411187,0.87253475,-0.48810682,-0.020851525
CY250555,-0.94730437,-0.3048129,0.09850656
CY257853,-0.94730437,-0.3048129,0.09850656
MH601466,-0.94373626,-0.31680813,0.09483919
MN820091,-0.95069903,-0.29985648,0.07910405
MN948644,-0.95069903,-0.29985648,0.07910405
KX915108,0.87376624,-0.4858384,-0.022218667
CY259938,-0.9438359,-0.3161988,0.095875256
CY258029,-0.9438359,-0.3161988,0.095875256
MN881847,-0.95124084,-0.2981522,0.079032175
KT889145,-0.94889176,-0.31367114,0.034855317
CY260090,-0.9465038,-0.30872363,0.0939167
MN881314,0.9055006,-0.42434493,-0.00015108453
KX411195,0.87476593,-0.48396713,-0.023671301
CY260098,-0.946595,-0.30757096,0.09673692
MH601483,-0.9478069,-0.30561718,0.09088617
KX411203,0.8771415,-0.47992733,-0.017103452
CY261288,-0.9438359,-0.3161988,0.095875256
MH601486,-0.95823133,-0.2799274,0.05859447
MN975723,-0.9504926,-0.30090356,0.07759468
MN975715,-0.9504926,-0.30090356,0.07759468
KX411211,0.875044,-0.48369777,-0.01828728
MG978603,0.89200634,-0.45154238,-0.020835804
CY261954,0.89200634,-0.45154238,-0.020835804
MG830759,0.89200634,-0.45154238,-0.020835804
MH727769,0.8876817,-0.46036905,-0.009026419
MH727761,0.8876817,-0.46036905,-0.009026419
MH601496,0.8876817,-0.46036905,-0.009026419
MN975731,-0.95495087,-0.28833932,0.07020861
KX411219,0.875044,-0.48369777,-0.01828728
CY261296,-0.9438359,-0.3161988,0.095875256
MH601506,0.8876817,-0.46036905,-0.009026419
MT031163,-0.95362633,-0.29320183,0.06804128
MT031155,-0.95362633,-0.29320183,0.06804128
CY266042,-0.9452931,-0.31600308,0.08101283
CY266034,-0.9452931,-0.31600308,0.08101283
MH601513,-0.9451657,-0.31283543,0.09378641
MT168853,-0.94946146,-0.30507788,0.073826574
MT168860,-0.94946146,-0.30507788,0.073826574
MT168870,-0.9561339,-0.28388524,0.07222932
MT168878,-0.9561339,-0.28388524,0.07222932
KX915444,0.8773168,-0.4795013,-0.019844582
CY263168,-0.94661313,-0.30990478,0.088783704
MH601524,-0.9590047,-0.277541,0.057279266
MT168894,-0.9518078,-0.29859763,0.07000947
MT168883,-0.9518078,-0.29859763,0.07000947
KX411763,0.87464285,-0.48423174,-0.022790156
CY264521,-0.9463345,-0.30971712,0.09233814
MH601539,-0.94548047,-0.31291607,0.09027843
MT167617,0.90192276,-0.43062225,-0.033163857
MT167609,0.90192276,-0.43062225,-0.033163857
KX411771,0.8737783,-0.4858702,-0.021013912
MH083496,0.8881568,-0.45934045,-0.013560647
CY263390,0.8881568,-0.45934045,-0.013560647
MH601541,-0.9466806,-0.3115377,0.08209784
MT167633,0.90192276,-0.43062225,-0.033163857
MT167625,0.90192276,-0.43062225,-0.033163857
KX949296,0.87376624,-0.4858384,-0.022218667
CY263382,0.88744295,-0.46079162,-0.010775045
MH083504,0.88744295,-0.46079162,-0.010775045
MH540535,0.8880279,-0.4597182,-0.008105226
MT167649,0.8959595,-0.4429509,-0.032420777
MT167641,0.8959595,-0.4429509,-0.032420777
KY115862,-0.9480095,-0.30632365,0.086277574
MT167657,0.89364874,-0.44785175,-0.02865304
MT167665,0.89364874,-0.44785175,-0.02865304
CY208784,-0.9483836,-0.3099565,0.06704826
KY115870,-0.9483836,-0.3099565,0.06704826
MH082252,-0.9438359,-0.3161988,0.095875256
KY116510,-0.9474595,-0.31197217,0.07066728
KY289289,-0.9474595,-0.31197217,0.07066728
CY209352,-0.9482349,-0.30573305,0.0858941
MH083517,0.88843924,-0.45874476,-0.01513249
CY215745,-0.9434948,-0.32103643,0.08217721
CY211731,-0.9434948,-0.32103643,0.08217721
MH082260,-0.9446868,-0.31440783,0.09335243
CY215833,-0.9445833,-0.31694674,0.085482225
CY212018,-0.9445833,-0.31694674,0.085482225
MH083525,0.88805884,-0.45957094,-0.012089047
CY212698,-0.9456492,-0.31464013,0.082152784
MH083533,0.8859718,-0.46354806,-0.013309586
CY212706,-0.94484276,-0.315812,0.08680343
CY228022,-0.94484276,-0.315812,0.08680343
CY213098,-0.9414593,-0.325542,0.08761684
MH126777,-0.94584405,-0.3125697,0.08763089
MH082277,-0.94584405,-0.3125697,0.08763089
CY213106,-0.94484276,-0.315812,0.08680343
MH601554,-0.9492585,-0.30051664,0.09272542
CY214042,-0.94514924,-0.3144732,0.08831535
MH131302,-0.94661313,-0.30990478,0.088783704
CY214050,-0.94827086,-0.3074713,0.07901795
CY228149,-0.94827086,-0.3074713,0.07901795
MH131310,-0.94889224,-0.30479357,0.08188043
CY214066,-0.94514924,-0.3144732,0.08831535
MH131318,-0.9438359,-0.3161988,0.095875256
CY221790,-0.9435732,-0.32200167,0.077359945
CY219069,-0.9435732,-0.32200167,0.077359945
MH131326,-0.94584405,-0.3125697,0.08763089
MH131334,-0.9438359,-0.3161988,0.095875256
CY213962,-0.9445095,-0.31670478,0.08717742
MH131342,-0.9525529,-0.29382178,0.07944615
CY214058,-0.9434941,-0.32090336,0.08270333
MH131350,-0.94585645,-0.3089936,0.09939077
CY214090,-0.94252187,-0.3200458,0.096037775
MH131358,-0.94692,-0.31016093,0.084515564
CY214082,-0.9482226,-0.30264896,0.096319556
MH131366,-0.9590047,-0.277541,0.057279266
MH131374,-0.9443273,-0.31570417,0.09261178
MH601561,0.8869409,-0.46173027,-0.011873735
MK763624,0.89320403,-0.44945976,-0.01313709
MK557097,0.8898476,-0.4552891,-0.029716784
MK363987,0.8898476,-0.4552891,-0.029716784
MK626221,0.89264727,-0.45056394,-0.013150728
MK839691,-0.9588958,-0.28061017,0.04215141
MK623549,0.8901856,-0.45538622,-0.013899369
MK623557,0.8915561,-0.45191604,-0.02999238
MK624195,-0.9603247,-0.2756371,0.042434204
MK745099,-0.9603247,-0.2756371,0.042434204
MK912678,-0.9611674,-0.27210775,0.045984983
MK912686,0.8938103,-0.4475897,-0.02768836
MK745107,-0.9603247,-0.2756371,0.042434204
MK624203,-0.9603247,-0.2756371,0.042434204
MK927794,-0.9588958,-0.28061017,0.04215141
MK927802,-0.9588958,-0.28061017,0.04215141
MK960548,-0.9612881,-0.27185452,0.044948094
MN078571,-0.9640021,-0.26189086,0.045969263
KT889210,-0.9638594,-0.2585644,-0.064183526
MK633593,0.90004325,-0.43542805,-0.018014539
MK899266,-0.96014273,-0.27555344,0.046864126
CY090893,-0.9487334,-0.13660514,-0.2850333
CY090917,-0.94853693,-0.09540983,-0.30195135
CY092201,-0.9614452,-0.22773391,-0.15414427
CY091005,-0.9645562,-0.23755743,-0.11488182
CY091045,-0.96321464,-0.2499738,-0.09864466
CY092872,0.892158,-0.4502373,-0.036613945
CY091029,-0.9626849,-0.25160688,-0.099657744
CY091085,-0.9649817,-0.24124405,-0.10301337
CY091573,-0.96283185,-0.2660768,-0.04645492
MN873924,-0.9434066,-0.31765637,0.095281355
CY025245,0.3624035,0.4757636,0.8014441
CY025237,0.36059508,0.47888038,0.80040294
CY026027,-0.9603872,-0.27145523,-0.06299583
CY027803,0.3575441,0.4815151,0.8001909
CY026019,-0.9604227,-0.27123606,-0.06339722
CY027819,0.35020295,0.49060494,0.7979128
CY027667,0.3569911,0.48214206,0.8000603
CY028067,0.35153568,0.48890752,0.7983685
CY027435,0.34830382,0.49405506,0.7966141
CY026971,0.34781507,0.49419814,0.7967388
CY028347,0.358496,0.4763518,0.8028509
CY027363,0.3583275,0.48077685,0.80028445
CY027483,0.34909266,0.49738437,0.7941934
CY027275,0.35103852,0.49029526,0.7977359
CY027699,0.34977552,0.48906776,0.79904306
CY027091,0.35504836,0.48665637,0.7981893
CY027043,0.36371633,0.48059922,0.7979567
CY028419,0.34891438,0.4914256,0.79797214
CY026179,0.35794866,0.48007175,0.80087703
CY026691,0.35721886,0.4798721,0.80132234
CY027787,0.35864663,0.47308123,0.80471534
CY025571,0.36110538,0.47427207,0.8029128
CY027347,0.3610716,0.47678596,0.8014378
CY025437,0.35050502,0.48732203,0.79978967
CY025477,-0.9603956,-0.27094528,-0.06502989
CY026611,0.3610716,0.47678596,0.8014378
CY025325,0.35863516,0.48036474,0.80039406
CY027715,-0.9603198,-0.27110153,-0.06549692
CY025595,0.35125157,0.4930209,0.7959602
CY025899,-0.96210414,-0.2653566,-0.06278191
CY025517,0.36279115,0.4770812,0.80048496
CY027907,0.35683644,0.47973564,0.80157435
CY025707,-0.9593391,-0.27663448,-0.056052398
CY026795,0.3530455,0.4915581,0.79607135
CY026747,-0.95925117,-0.27667087,-0.05736141
CY027587,-0.9603317,-0.27123782,-0.06475486
CY025277,-0.95940053,-0.27554348,-0.060219396
CY030197,-0.9639876,-0.25296828,-0.08206683
KY926222,-0.94930243,-0.31003425,0.051997397
KY925945,-0.9518728,-0.3033551,0.04374694
MN826665,-0.9465587,-0.3103257,0.087889306
JF293316,0.88169485,-0.47104388,-0.027052647
KX078501,0.88331664,-0.46861687,-0.012250021
KX078493,0.8943342,-0.44704622,-0.017774858
KT867224,0.8943342,-0.44704622,-0.017774858
KX078485,0.8809062,-0.47307616,-0.014250983
KX078509,0.8809062,-0.47307616,-0.014250983
KX078517,0.8871047,-0.46141124,-0.012036359
KT867222,0.88757247,-0.46034887,-0.01714916
KT888633,-0.957324,-0.28892982,0.0070923893
JF293315,0.88917416,-0.45621884,-0.035123833
KX789417,0.88711506,-0.4612293,-0.017156253
KX789425,0.8829442,-0.46926928,-0.013998014
KX789433,0.8859139,-0.46367282,-0.012810003
KX789441,0.8859139,-0.46367282,-0.012810003
KX789449,0.88703805,-0.46155173,-0.011548846
KF280735,0.8861684,-0.46206024,-0.034725454
KF280671,0.89249414,-0.45007148,-0.029828683
KF280655,0.88922167,-0.45654824,-0.029129343
KF280663,0.88410395,-0.4660265,-0.03434433
KF280679,0.88620466,-0.46135908,-0.042296704
KX792270,0.8881865,-0.4572985,-0.044753715
KF280687,0.8881865,-0.4572985,-0.044753715
KF280695,0.892694,-0.4504065,-0.015215865
KF280703,0.8867356,-0.46044302,-0.041136164
KF280719,0.89548427,-0.44448194,-0.02332095
KF270582,0.8862929,-0.46192306,-0.033347525
KF280743,0.8899346,-0.45559737,-0.02115293
KF280751,0.88627195,-0.46255815,-0.023704367
KR052625,0.8898356,-0.45562512,-0.02446411
KR052626,0.8935578,-0.44874886,-0.013377606
KR052624,0.8875584,-0.46044987,-0.015033041
KR052627,0.8840859,-0.46708357,-0.015001606
KR052628,0.8821757,-0.47073182,-0.013328419
KR052629,0.88336134,-0.46846116,-0.014725919
KR052631,0.88256305,-0.47002125,-0.012744561
KT841528,-0.9454601,-0.31760994,0.07231383
KX005402,0.87482584,-0.48396885,-0.021307305
CY214322,0.87970406,-0.47520992,-0.01721108
CY215218,0.87970406,-0.47520992,-0.01721108
MH080019,-0.94861776,-0.3020587,0.09426
MK631114,0.90041584,-0.43481076,-0.0138147725
MT244491,0.89393973,-0.4472337,-0.029218618
KX005410,0.8762708,-0.48140758,-0.019905237
CY215226,0.87970406,-0.47520992,-0.01721108
CY214330,0.87970406,-0.47520992,-0.01721108
MH079695,0.88782257,-0.46004397,-0.011425581
MT466203,0.89888954,-0.43587664,-0.044823777
MT330947,0.89747417,-0.43911922,-0.04140562
MT244496,0.89747417,-0.43911922,-0.04140562
KC780695,0.8913343,-0.45308876,-0.015289245
KX004866,0.8762708,-0.48140758,-0.019905237
CY217089,0.881163,-0.47240224,-0.019694475
MH079702,0.893415,-0.44869775,-0.0219072
MN001408,-0.9585123,-0.27982315,0.054343577
MK677043,-0.9585123,-0.27982315,0.054343577
MT303384,0.89965355,-0.43480462,-0.039604377
KC882343,0.88503176,-0.4646897,-0.027970202
CY217081,0.88039684,-0.47388545,-0.018274032
MH080027,-0.9466878,-0.31048122,0.085927784
MK676524,0.8911825,-0.4534493,-0.013324032
MT303392,0.9004518,-0.43286276,-0.042618394
KX004874,0.8762708,-0.48140758,-0.019905237
CY222661,-0.945412,-0.3142273,0.08635612
CY216593,-0.945412,-0.3142273,0.08635612
MH125890,0.8844132,-0.46654177,-0.012334577
MK677051,-0.95819396,-0.28066933,0.055579044
MN001416,-0.95819396,-0.28066933,0.055579044
MT330955,0.90344656,-0.42718822,-0.035979345
KT835801,-0.93962836,-0.33114746,0.086254
CY216601,-0.94386256,-0.3199862,0.0820505
MK676532,0.894064,-0.4477719,-0.0122358315
MT330959,0.9036505,-0.42706367,-0.03213147
KX005721,0.87765557,-0.47892332,-0.018789185
CY220295,-0.94316417,-0.32105696,0.08581272
MH898224,-0.94584405,-0.3125697,0.08763089
MH126348,-0.94584405,-0.3125697,0.08763089
MK772087,-0.9601488,-0.27611953,0.043269962
MN001424,-0.9601488,-0.27611953,0.043269962
MT466208,0.897977,-0.43787202,-0.04365232
JQ070800,-0.8160332,0.16159032,-0.55495805
JN638733,-0.8160332,0.16159032,-0.55495805
KX002295,0.8881166,-0.45948884,-0.010902958
CY220279,-0.95003784,-0.30483326,0.06711751
MH585988,-0.9590047,-0.277541,0.057279266
MK706513,-0.9590047,-0.277541,0.057279266
MH306922,-0.9590047,-0.277541,0.057279266
MK852720,-0.9590047,-0.277541,0.057279266
MK772255,-0.9585123,-0.27982315,0.054343577
MN001432,-0.9585123,-0.27982315,0.054343577
MT466216,0.89747417,-0.43911922,-0.04140562
GQ117097,0.8830722,-0.46855906,-0.025217645
KX005729,0.8762708,-0.48140758,-0.019905237
CY220839,0.884065,-0.46705556,-0.01697775
MH183621,0.8864283,-0.46269417,-0.012608474
JN992750,-0.79941535,0.15726733,-0.57982934
KJ942592,-0.806864,0.1577867,-0.5692749
JQ070792,-0.8016201,0.15766804,-0.576668
JQ070784,-0.79941535,0.15726733,-0.57982934
KT837434,-0.9442831,-0.32059646,0.074480675
KT843150,-0.9408069,-0.32783064,0.08607738
KX414097,-0.9448874,-0.31769416,0.079109184
KX414105,-0.9448874,-0.31769416,0.079109184
MH183629,0.88665247,-0.4622498,-0.01313896
MK773125,0.8972245,-0.44143197,-0.01123088
KX414121,-0.9480801,-0.3095208,0.07308245
KX414113,-0.9480801,-0.3095208,0.07308245
CY220287,-0.94316417,-0.32105696,0.08581272
MH585996,-0.9463983,-0.31006873,0.09048553
MH306925,-0.9463983,-0.31006873,0.09048553
MK856912,-0.96138656,-0.2686441,0.05971844
MN084523,-0.96138656,-0.2686441,0.05971844
KT838670,-0.9439804,-0.32137492,0.074961334
MK268496,-0.9593481,-0.27756754,0.051063895
MH246463,-0.9593481,-0.27756754,0.051063895
MK855877,0.88955724,-0.45597807,-0.027786624
KT838706,-0.94038445,-0.3282648,0.08899123
KT842239,-0.9459022,-0.31446764,0.07986991
CY221862,-0.95071375,-0.30406353,0.060734585
MK855885,0.88546556,-0.4639973,-0.025637455
KT843492,-0.94302976,-0.3217208,0.08479691
CY221870,-0.94604045,-0.3143563,0.0786616
MH305812,0.8850592,-0.46526176,-0.014204131
MN001440,-0.95912004,-0.27961373,0.04364587
MK856921,-0.95912004,-0.27961373,0.04364587
